order_id,payment_sequential,payment_type,payment_installments,payment_value
77b4c517-5153-43e8-8556-be2acca14e2f,1,debit_card,6,3869.82
2b858a7d-2e1c-45a3-8fde-9dd807cce2e2,1,upi,3,8434.77
92f0d5f6-d1a0-4176-aa29-d3b8dbc10a57,1,upi,6,71.06
92f0d5f6-d1a0-4176-aa29-d3b8dbc10a57,2,upi,2,6192.26
47a8ffc3-38e8-48cb-aee0-99e2d4ab438b,1,voucher,1,6215.07
ed570566-f0fa-4c0f-9963-e4768b353dae,1,credit_card,4,9249.33
4641da59-ad5d-4e2b-881b-cafd386654aa,1,debit_card,1,9545.86
37d02d25-a70a-4ee1-9f5e-7a6b69a03606,1,voucher,4,6554.79
37d02d25-a70a-4ee1-9f5e-7a6b69a03606,2,debit_card,1,1067.09
0b153334-3c70-41c2-b0ea-ca0159ec8b03,1,voucher,2,9436.2
c5cad3d9-c133-41cb-8341-f8f7026296de,1,upi,3,11116.49
8a7a2b44-81a9-47c7-a9b2-706e478d2aeb,1,voucher,2,11683.73
e0642000-cf55-4862-ab33-c34cc889497a,1,credit_card,3,12608.4
9fccd675-cba5-4d96-8291-5efc3500f7db,1,voucher,5,11107.02
2a9341a4-3620-4f4c-9ed2-c2cdad865282,1,debit_card,3,12349.33
c2d0a4b2-9103-4d0d-8233-093a67b314e9,1,debit_card,5,7203.8
13c5a9cf-3a66-4d71-85b7-98331a6f40e1,1,upi,6,2622.8
13c5a9cf-3a66-4d71-85b7-98331a6f40e1,2,upi,5,2185.26
c07308df-9acb-46f8-bd3e-bfcabf4e8f2a,1,credit_card,3,3079.85
c07308df-9acb-46f8-bd3e-bfcabf4e8f2a,2,credit_card,6,2354.9
06b3200a-2fdc-4c26-bf14-126ad674661b,1,debit_card,2,6853.87
820d46d4-b19a-430e-ac35-e115b36c7ff6,1,voucher,6,7082.5
7639e6c0-17cd-4bb3-ba64-0b129add0a5e,1,debit_card,3,10827.25
c192a2d7-833e-4ce6-af8c-0a36ed42f1bd,1,upi,3,6668.47
9723e683-b459-4fee-955a-f392b6e65058,1,credit_card,6,9371.11
26b26dae-2f9a-46c3-a5c9-a8ac6dff8724,1,voucher,1,6737.06
26b26dae-2f9a-46c3-a5c9-a8ac6dff8724,2,debit_card,4,8464.43
977e5b66-e0fb-4099-8fb1-e7950013ae5e,1,voucher,6,6286.16
f75c9901-fb05-41a2-9537-900778db3a5c,1,upi,5,14264.03
85d79452-8381-43ea-a164-7643ee69e73c,1,debit_card,1,11861.31
b58291d3-b400-4c5e-a854-ebce929ca895,1,voucher,3,11523.62
62125a40-b241-4935-bba2-c734d7ab94db,1,voucher,3,14107.58
847325aa-f93e-4808-a288-53fbdc3c8768,1,upi,3,6494.47
31c5a9ac-0468-4b36-ae70-8533c31c8a77,1,credit_card,1,11111.64
df0154c6-805d-4d0c-b5a7-fce125937fc0,1,voucher,3,11874.36
44eb8d30-1328-417d-ad9e-459d6776dd39,1,debit_card,6,6647.23
76d73ece-4df1-416c-a3fd-91f9e8482e43,1,credit_card,6,12535.2
9776644c-90f7-475d-974c-556667d7c57e,1,debit_card,4,4664.2
98db9ffe-e6bc-4bad-9b80-02883b55bba4,1,debit_card,5,9035.03
3df9bf2a-4737-4a7e-b4f7-70b98b51a310,1,debit_card,3,9374.14
a56aa74e-f67e-4452-9ec0-8b3eb955c836,1,credit_card,5,2907.16
a56aa74e-f67e-4452-9ec0-8b3eb955c836,2,credit_card,6,4042.07
c7c603bc-8198-4b09-9d37-25222878cfee,1,upi,4,3684.42
c7c603bc-8198-4b09-9d37-25222878cfee,2,credit_card,1,2981.75
d52dc672-1ed3-414f-836a-897f390ca73b,1,upi,1,9791.33
9880c8de-5a2b-48a6-b10e-586648e87ff1,1,upi,6,4932.08
9880c8de-5a2b-48a6-b10e-586648e87ff1,2,upi,1,1496.37
02da3250-df29-4d09-8ee7-416075633aa6,1,debit_card,3,5384.93
9db54082-8285-4ebc-acc5-97b645ef4a12,1,voucher,3,9862.55
b14209d1-9dbc-4d76-b43a-2fb73cce444d,1,voucher,4,14666.63
67a78724-7a3c-4a9e-8b94-630b215f6e6c,1,credit_card,5,11297.69
67a78724-7a3c-4a9e-8b94-630b215f6e6c,2,voucher,6,3147.16
345a5f1a-ca38-41fc-acde-8806d22feabf,1,upi,5,15296.32
584726d3-01c6-4c3a-9807-5244d5fa5eac,1,upi,4,4736.25
548548e0-6497-42e3-81d4-55e364ed003a,1,credit_card,3,10642.95
fd537fdb-51fe-4655-b974-65eb56e85978,1,upi,1,9363.23
afe9a496-7666-4410-a024-e3252971e30c,1,credit_card,1,3372.26
afe9a496-7666-4410-a024-e3252971e30c,2,upi,4,4331.35
ce3e04ff-a33d-4bd7-a5e0-21d045686384,1,credit_card,2,9970.56
bb960447-9a19-4022-885a-a5c84759def9,1,upi,2,10262.03
375c7a05-8897-4a0a-91ed-1fcdf216d773,1,debit_card,3,730.62
375c7a05-8897-4a0a-91ed-1fcdf216d773,2,voucher,6,7910.65
de2e95ad-21a0-4bb4-9faa-e828329a2df7,1,voucher,1,3700.35
de2e95ad-21a0-4bb4-9faa-e828329a2df7,2,debit_card,4,956.86
7f33e6a6-7b9e-46bd-beb0-952da1beebf1,1,voucher,5,4851.87
82efdf38-bc77-4f94-b957-02972d0b3697,1,credit_card,2,11269.18
1d9cccd7-db5f-4383-aefc-7426f4a77258,1,credit_card,2,1747.0
1d9cccd7-db5f-4383-aefc-7426f4a77258,2,upi,5,4204.12
b16579c5-e5c7-458c-a9f9-05a864750148,1,credit_card,3,11879.19
53d006b4-095d-4301-bbc4-3e89d4f476c6,1,credit_card,5,6779.99
53d006b4-095d-4301-bbc4-3e89d4f476c6,2,debit_card,5,9253.95
1da1a137-c159-465a-b4b2-5c83e6266fdf,1,voucher,2,9527.26
0f1ca2b0-b5ae-4327-bf80-01c1d83c314c,1,credit_card,6,12382.67
584d341f-c55d-4e66-ad1c-a44e368a6436,1,debit_card,3,10037.3
584d341f-c55d-4e66-ad1c-a44e368a6436,2,debit_card,5,3284.16
55500bf0-00be-4bff-b198-1ff0a0e6885d,1,upi,2,4287.89
7cb5835a-c6a6-41af-bb31-16dea9f2a508,1,debit_card,3,4587.18
7cb5835a-c6a6-41af-bb31-16dea9f2a508,2,upi,3,2982.77
338aea43-9f6a-4328-9724-f9e55a332471,1,voucher,1,10084.92
0d74666e-e673-46de-bfff-5f2ebf19cb87,1,debit_card,4,8835.68
0d74666e-e673-46de-bfff-5f2ebf19cb87,2,credit_card,4,4666.59
d0090c51-6ad9-40b8-a1d5-d4e97d367f37,1,voucher,2,1018.33
d0090c51-6ad9-40b8-a1d5-d4e97d367f37,2,upi,1,3531.1
0b182701-c428-4dac-a8f6-b3ea46115faf,1,voucher,1,7410.23
ac50a9c1-65be-4e74-a4a9-ae3b3d06fd2f,1,upi,2,1156.81
ac50a9c1-65be-4e74-a4a9-ae3b3d06fd2f,2,debit_card,6,6411.03
de8daa72-fdf8-4693-9491-4efc2c5b0c48,1,upi,5,6240.78
de8daa72-fdf8-4693-9491-4efc2c5b0c48,2,debit_card,3,3047.36
15fc2bf0-0fae-4470-bcca-ba43293c5737,1,credit_card,6,11195.59
e06c38d1-953b-47d6-9f5f-64e541a97cd4,1,upi,5,7023.03
e06c38d1-953b-47d6-9f5f-64e541a97cd4,2,debit_card,2,366.76
6e4afa2e-249a-4ab0-b414-eb9412aaab35,1,credit_card,3,1468.02
6e4afa2e-249a-4ab0-b414-eb9412aaab35,2,credit_card,2,2950.65
23c8971c-5e1a-4194-b14f-f83604bef774,1,debit_card,2,8376.16
5b5df4cf-79cf-4d1e-96f8-fe994230d9d9,1,voucher,6,12130.53
e2fc9e09-70e2-4632-97ba-9fc144ddf735,1,voucher,4,7575.96
f425c562-10a4-4ece-a178-cf90eda8a86d,1,upi,4,2947.16
f425c562-10a4-4ece-a178-cf90eda8a86d,2,voucher,5,3797.9
519d1cd0-ad46-4e85-8cc4-d6c38760e036,1,debit_card,6,9384.71
519d1cd0-ad46-4e85-8cc4-d6c38760e036,2,upi,1,2978.31
071f6d66-391d-4782-8e0c-2d82d0df7c5f,1,credit_card,1,2743.24
071f6d66-391d-4782-8e0c-2d82d0df7c5f,2,credit_card,5,7511.42
cc2efaf2-5ece-4bcf-9bb8-fb76ae1fec14,1,credit_card,3,7615.19
12d9df5e-842c-4b15-8b10-fde48813ba98,1,debit_card,4,13311.72
28c7c6bd-d17e-46c2-9768-7013ca67bf73,1,upi,1,5598.87
b83b8cb0-d0af-4a62-a9fc-80f0bfe03397,1,debit_card,2,9884.8
58ee88b9-94e6-44e9-ac72-840ec41fc42e,1,upi,4,2228.43
58ee88b9-94e6-44e9-ac72-840ec41fc42e,2,debit_card,1,1247.32
4b1b447b-4865-48b6-84ac-aae7e07d1af0,1,voucher,6,8791.93
f0808c5c-adfc-4434-a5e2-93f09eee953f,1,debit_card,1,15684.15
9faed879-4b3d-474f-9251-a0e5fb17ea13,1,debit_card,2,5734.55
fe469224-af06-415f-bce0-16b8ccc146b8,1,voucher,2,11012.68
3af76228-4541-4c25-8b5d-d97eb429e463,1,credit_card,4,11019.73
5806f5eb-da97-4e92-9b76-65d4bf970a34,1,credit_card,1,8534.16
3a036047-14cb-4029-85f8-d98c9d1b9290,1,upi,4,9744.61
b7b74f61-1183-4340-beb6-83c5d456461b,1,debit_card,3,2703.08
b7b74f61-1183-4340-beb6-83c5d456461b,2,credit_card,6,2626.89
489b5d14-3cbc-4d1e-9e53-da767e57816b,1,voucher,1,1130.49
489b5d14-3cbc-4d1e-9e53-da767e57816b,2,upi,2,5927.65
e1e8a467-af65-4c13-b3a6-ee8b2212efb7,1,voucher,6,8722.04
2a394f63-bf24-436a-ac81-23dda624a178,1,credit_card,1,3565.74
12e53216-06ce-49e1-95a0-0f6d9b14f322,1,voucher,4,9097.43
aeda386c-f03c-4994-9bab-a91ad7af9b8d,1,upi,1,3872.85
e926cc10-b5bd-4512-8b0c-8b2cef2810f0,1,credit_card,6,2497.19
e926cc10-b5bd-4512-8b0c-8b2cef2810f0,2,credit_card,3,6296.9
9c8d1479-6491-41c6-9dad-51394ea9f134,1,debit_card,6,166.6
9c8d1479-6491-41c6-9dad-51394ea9f134,2,voucher,2,14532.99
1110d51f-e18f-4eda-bce0-fb874513eea1,1,credit_card,6,7872.11
ca3f5f88-75b7-4cae-b582-035232772d4b,1,upi,2,6516.22
83b07263-0b85-4cf1-a462-1f05f7b4eb8c,1,voucher,1,1984.89
83b07263-0b85-4cf1-a462-1f05f7b4eb8c,2,credit_card,5,1940.72
8d3e630b-11df-4e03-a8e1-a10b67fbfd9a,1,voucher,2,5959.49
2e860e2f-9d2b-4095-b693-e928a9f7dc76,1,credit_card,3,1622.87
2e860e2f-9d2b-4095-b693-e928a9f7dc76,2,debit_card,1,11946.76
7e77e6c9-fb12-4f8b-ae64-45987e4c5250,1,debit_card,4,13979.34
7e77e6c9-fb12-4f8b-ae64-45987e4c5250,2,voucher,5,224.7
aaeaa25a-0faf-4132-93fc-4d3670256422,1,debit_card,6,8236.65
9a73b703-e9cc-4e88-8376-03268987a970,1,upi,3,7389.54
b6a391f5-146a-4d9c-a1aa-cd6d25a1396d,1,debit_card,4,1096.98
b6a391f5-146a-4d9c-a1aa-cd6d25a1396d,2,upi,5,7973.31
7286a644-17df-43a3-b920-02dcc861f257,1,debit_card,4,6590.35
f509d296-a339-476c-86c9-e8e615ea312b,1,debit_card,2,12790.13
917a936b-e44c-4e55-8d6b-55f505092ca8,1,voucher,6,2379.02
917a936b-e44c-4e55-8d6b-55f505092ca8,2,voucher,3,2005.63
e4c6fa8e-ec26-4a7d-bde9-47e66e596152,1,credit_card,5,3121.36
353903b2-5e10-4522-acb4-9eeb4127fdfd,1,upi,3,12336.29
73c325bd-823d-4494-ac15-ffebb9d82c68,1,voucher,4,8286.06
e69364d8-0e6f-4c1f-bc44-7426639f0eff,1,upi,1,6822.42
e69364d8-0e6f-4c1f-bc44-7426639f0eff,2,debit_card,5,3112.72
689e6164-fa19-49e8-b4fc-d0e33da8e947,1,upi,5,478.84
689e6164-fa19-49e8-b4fc-d0e33da8e947,2,debit_card,5,7091.03
89a3d26a-2871-4434-a5cb-582d671c1758,1,upi,5,13298.59
89a3d26a-2871-4434-a5cb-582d671c1758,2,upi,2,453.75
b59f7a85-adec-4a9d-a2c8-b34f264ce983,1,voucher,1,5956.16
b59f7a85-adec-4a9d-a2c8-b34f264ce983,2,voucher,1,1371.49
82049d31-ca9d-4706-9619-f68a42234013,1,credit_card,5,1754.18
82049d31-ca9d-4706-9619-f68a42234013,2,credit_card,5,6695.17
8c6f2211-6f92-4769-86dc-fd9454d531bf,1,debit_card,5,6058.94
6a1c275b-6b86-4c82-8eca-54a0262a940b,1,upi,6,8428.31
6a1c275b-6b86-4c82-8eca-54a0262a940b,2,upi,6,5664.38
64aa6e9c-5dfc-4512-abcd-b66fe99310c6,1,debit_card,4,5090.15
64aa6e9c-5dfc-4512-abcd-b66fe99310c6,2,credit_card,3,6078.18
2d23b15e-6484-4aa1-86c1-3ac007578c2e,1,debit_card,5,2900.23
2d23b15e-6484-4aa1-86c1-3ac007578c2e,2,voucher,5,6266.96
fe3aa4b6-0a13-4bb1-a536-71042b68c6aa,1,voucher,2,10566.27
fe3aa4b6-0a13-4bb1-a536-71042b68c6aa,2,debit_card,6,1807.65
04db0920-d100-439f-b227-1d6c3a4fd24e,1,credit_card,2,6870.35
b9e3f82f-60ad-4009-a3b6-a784e645b284,1,voucher,2,1544.82
b9e3f82f-60ad-4009-a3b6-a784e645b284,2,upi,6,3856.63
5d01e09f-1b63-4d24-85b0-0c6a958fd9e8,1,credit_card,4,10125.7
baf91148-a0f2-4e05-af06-e029acac74f9,1,credit_card,6,14082.94
fd7ba94c-cdbd-46f1-8ac3-8e132318c910,1,upi,4,10597.11
73aeb397-142b-4617-a1be-66bbd9f10651,1,upi,5,6435.72
96ce0755-371b-43ee-b700-3c3d2bb20f34,1,credit_card,2,3091.04
96ce0755-371b-43ee-b700-3c3d2bb20f34,2,credit_card,1,7379.75
45794f03-1d11-4070-b6f6-8c2cfcf511ce,1,debit_card,1,7127.09
db01e5f3-116e-42d8-9523-9b8c0ce06a35,1,upi,6,5736.15
a6e29279-cbcc-4fef-9729-fee33f55cf9c,1,credit_card,3,9742.08
71e3504a-31de-4544-8cab-2f57cf52751a,1,credit_card,4,1573.59
d97fc452-7c17-40cf-9118-5591a5b0baae,1,voucher,1,5271.64
3c9efc39-36f1-423a-a8f6-a1a3c1184b89,1,debit_card,3,1963.17
3c9efc39-36f1-423a-a8f6-a1a3c1184b89,2,voucher,3,7461.81
43403be9-3450-4de5-824b-c7ddd6df4a4c,1,debit_card,4,5238.75
93224853-9f58-45d3-ad95-5a0be87e38c8,1,voucher,6,6467.98
93224853-9f58-45d3-ad95-5a0be87e38c8,2,credit_card,6,624.13
52b647aa-78a0-42ba-b921-b37edabce85d,1,credit_card,4,10875.62
07dd2c59-cbfc-44da-8e24-62f6b1369643,1,debit_card,1,6521.13
74bf9085-d09f-4fcb-8fbb-6a90a9e515b9,1,voucher,4,9528.61
133b2890-f3d3-455c-988a-97adc7fa9405,1,credit_card,4,225.4
133b2890-f3d3-455c-988a-97adc7fa9405,2,debit_card,6,3585.08
d86648e9-0ca3-47fc-868f-0317bb59b526,1,credit_card,4,8932.73
8734aaf4-4e46-4398-948b-d5a6b71697b9,1,voucher,1,6657.04
7586c509-e221-46ef-8853-d8b5fe915a5e,1,debit_card,5,6014.19
67db404c-b3fd-440b-b529-b5003c35ebed,1,credit_card,2,9884.95
cb4de0b2-86ed-4433-a325-e250f1faeb06,1,credit_card,4,3858.69
cb4de0b2-86ed-4433-a325-e250f1faeb06,2,voucher,6,4217.43
7ff2ad1e-f362-42db-83cb-55b705f95838,1,upi,5,11393.42
8d810d39-e29e-4097-8ea5-0d36ee88d4aa,1,credit_card,3,5751.54
0bf21885-1114-4534-93ce-70d13fda563b,1,voucher,2,7461.3
39dd9e0d-cd83-4645-b241-4d104449c7c2,1,voucher,1,691.78
39dd9e0d-cd83-4645-b241-4d104449c7c2,2,credit_card,6,5839.87
8548e2c1-0f3b-4ecb-bc65-5bb8e36e4207,1,credit_card,5,5926.34
18062e10-5679-4860-a342-a0f7b9507027,1,credit_card,5,11069.78
007516c9-dd3b-43e8-9d4d-36eb55180c11,1,voucher,3,10109.25
7d2cd55e-3b42-478d-876a-f2c53ffc87d5,1,voucher,5,2207.16
7d2cd55e-3b42-478d-876a-f2c53ffc87d5,2,credit_card,3,4575.84
a53b471d-00f7-4d07-838d-a514f25ea976,1,credit_card,6,2372.7
a53b471d-00f7-4d07-838d-a514f25ea976,2,voucher,2,6626.25
29164d47-1ba7-4eed-8a16-3afd2e241f8e,1,debit_card,2,10148.07
e82f511e-5a72-4e33-a3ec-def5ba7d83dc,1,debit_card,5,12164.7
9f3fd83d-d5ad-411e-94ab-9c8155d11b0f,1,voucher,1,12371.0
f44323ed-5021-4d9e-bdbc-7b33feba9b89,1,upi,1,2598.79
f44323ed-5021-4d9e-bdbc-7b33feba9b89,2,upi,4,5328.67
c04723ab-60f4-4497-89b4-3f1404f988ba,1,upi,1,9198.4
fa755160-f4c6-40e9-990f-748ed2f51bfe,1,upi,4,4716.69
0bcd1f37-0955-4f26-9c0b-a6cd93b54fd6,1,debit_card,2,11365.55
5c702b2c-3029-4076-8d4c-9129a90d1f85,1,debit_card,6,8796.46
a7a51929-5e3e-49d3-b5ad-6bb44a816516,1,voucher,2,3484.89
a7a51929-5e3e-49d3-b5ad-6bb44a816516,2,voucher,6,8381.47
b59ed6ef-039f-4d57-8024-2543670db4a8,1,credit_card,2,9171.5
e6f0b672-a7b3-4d3f-a706-8dee9598a3f2,1,upi,6,12081.06
9bbe29f7-4672-4e43-afa9-962fca4b03ad,1,credit_card,4,5167.06
9bbe29f7-4672-4e43-afa9-962fca4b03ad,2,voucher,3,3929.4
f8280f95-d4f0-4ec4-9dfc-8e7bd7e11289,1,voucher,1,5936.49
f8280f95-d4f0-4ec4-9dfc-8e7bd7e11289,2,debit_card,6,4808.53
77620827-bd99-4cf8-9959-82d6a6f54ecb,1,credit_card,4,6927.67
77620827-bd99-4cf8-9959-82d6a6f54ecb,2,voucher,1,5620.2
6e8f4cd4-6e06-4d2c-947f-4cd7c9372a1a,1,voucher,5,10736.88
4b2021d1-363d-4744-84d1-546aee0550d7,1,voucher,1,7487.47
4b2021d1-363d-4744-84d1-546aee0550d7,2,credit_card,1,245.77
19ec80a7-3fd6-49f6-8c58-e80d968a21f8,1,debit_card,4,6004.7
d828f68a-171a-4b0a-9e0c-264c56091bc0,1,upi,2,10926.52
e16fa0e6-1fd9-46b7-b8b8-c20435a42da3,1,credit_card,2,7820.72
54d42394-fbe7-415e-afa4-6bdf3eea3e28,1,upi,6,4707.01
48694b99-a092-4fdb-8b85-19c13e2dfecf,1,voucher,6,7445.73
c6cb037a-7669-4f87-b12d-aa2fbf939405,1,debit_card,5,7808.11
c6cb037a-7669-4f87-b12d-aa2fbf939405,2,debit_card,4,4161.07
a8be5b91-1970-4991-9d1e-97ace01e0e99,1,upi,5,6508.87
3c334fe1-f5e0-40bb-8d53-7fa0300452f4,1,credit_card,5,15963.21
83b99269-35e9-420d-b98d-318715877f8a,1,upi,2,7211.45
d74773ef-d5af-4194-908e-4124b4723583,1,debit_card,2,6404.18
2a95b857-6856-452d-9890-60dc094e96fa,1,voucher,1,633.25
2a95b857-6856-452d-9890-60dc094e96fa,2,debit_card,1,3667.17
b80ade7f-4c73-4569-a308-2d965e0601c9,1,credit_card,1,7116.17
b80ade7f-4c73-4569-a308-2d965e0601c9,2,debit_card,5,2168.29
0bfa2e40-40bb-4554-8fbf-e2cbd2d9ea03,1,credit_card,3,2873.2
0bfa2e40-40bb-4554-8fbf-e2cbd2d9ea03,2,upi,3,1729.78
deb43c7d-7946-4f94-945f-f261409a6e77,1,voucher,2,5446.08
b05347c1-486a-4ec3-a3ed-c087c66666d7,1,voucher,4,8759.97
c1f9f6fd-5959-4097-9676-e2b977983d4f,1,upi,1,6166.45
d2e7cf33-cfd3-49db-bdf0-5f43a86609c9,1,voucher,5,7353.84
bdd6c5be-7247-48c6-b05e-5144c263abd3,1,credit_card,2,10614.64
bdd6c5be-7247-48c6-b05e-5144c263abd3,2,upi,5,1782.11
6d4b3827-e085-4c3f-a5b3-8bc44561c981,1,credit_card,4,7507.79
56eeeb08-5d83-4d64-8766-80cd249294a4,1,credit_card,5,2939.28
56eeeb08-5d83-4d64-8766-80cd249294a4,2,upi,2,5391.42
c03344db-3e02-417b-be67-abfc0451781a,1,voucher,6,2271.66
c03344db-3e02-417b-be67-abfc0451781a,2,debit_card,2,2648.62
f4dfa3bc-7ce3-4966-b7c7-234d870019f5,1,voucher,1,16677.48
aa6d66ef-7097-44bb-8752-3673d923463b,1,credit_card,3,11708.47
b9514562-e19c-4312-bcf5-6c79684220bc,1,credit_card,2,10070.61
aed1530f-3d9a-494e-9e4d-d445416d7da8,1,debit_card,4,1228.45
aed1530f-3d9a-494e-9e4d-d445416d7da8,2,voucher,5,8164.68
7922fa15-412c-4006-a22d-7e41f4e29d43,1,upi,4,2926.57
430d819e-75c0-4b21-af0d-c9e2bf954ab9,1,voucher,6,1775.13
430d819e-75c0-4b21-af0d-c9e2bf954ab9,2,upi,2,12064.32
42919213-57a3-4c3d-be02-391a791a8881,1,debit_card,4,7323.26
42919213-57a3-4c3d-be02-391a791a8881,2,credit_card,4,5781.0
0bcc2847-9cf7-4433-b996-944dd499302c,1,credit_card,4,1735.96
0bcc2847-9cf7-4433-b996-944dd499302c,2,credit_card,5,3045.96
e5c90da5-aaeb-4eb7-b5dd-84c75e00bd77,1,upi,6,10402.61
b2b002ea-21a7-4d2e-8e13-49c8a5de02df,1,debit_card,3,8480.73
48010adb-c38e-467a-ba4f-7b30e448d4ef,1,debit_card,4,6999.18
466337e8-a2c1-46a9-ab75-689c4d1c242c,1,debit_card,3,2278.31
466337e8-a2c1-46a9-ab75-689c4d1c242c,2,debit_card,3,6111.78
ca427cbb-9c3d-45b2-a73d-a5101275adaf,1,voucher,4,9843.51
14f704ff-155b-462f-8191-6071da4dff70,1,upi,4,6576.42
14f704ff-155b-462f-8191-6071da4dff70,2,debit_card,1,2827.53
f2587894-27dc-4693-a1f1-0a1df0a864d0,1,voucher,3,4315.41
f2587894-27dc-4693-a1f1-0a1df0a864d0,2,credit_card,3,1473.15
8954ec6a-1b8a-4846-a1b3-9ac8f9691923,1,debit_card,3,2713.63
8954ec6a-1b8a-4846-a1b3-9ac8f9691923,2,debit_card,5,7817.91
91b92c91-e2b5-4bfd-b3f6-92ae0d9276a2,1,upi,3,9396.96
91b92c91-e2b5-4bfd-b3f6-92ae0d9276a2,2,debit_card,2,4736.94
b8a3e978-8390-48c8-bc5f-d15e045befac,1,upi,3,2535.33
b8a3e978-8390-48c8-bc5f-d15e045befac,2,debit_card,2,10923.02
4966aed6-d03d-4758-9c5a-9a28d3effc14,1,voucher,3,8267.35
9f8783ed-befd-4f16-ab98-8c6ee41f5532,1,voucher,6,5369.29
84891d6c-daf4-4a80-ad75-6b96f91540b2,1,upi,5,4789.55
84891d6c-daf4-4a80-ad75-6b96f91540b2,2,upi,6,1272.5
cf145223-d7fc-433b-9bbd-b89d5095c9eb,1,upi,6,13963.83
b4f5121c-ed3f-4ea7-b67f-80e4b65a453c,1,debit_card,6,84.09
b4f5121c-ed3f-4ea7-b67f-80e4b65a453c,2,debit_card,2,5133.39
5d49374a-9caf-4ea4-9078-3161ce1012f9,1,upi,1,7739.1
ac428eaa-5447-4b02-9208-69af445ad0cb,1,debit_card,6,1892.15
ac428eaa-5447-4b02-9208-69af445ad0cb,2,upi,2,7964.17
99fed6cb-d771-4c4f-8547-53096b83c941,1,debit_card,2,2806.87
99fed6cb-d771-4c4f-8547-53096b83c941,2,voucher,3,6319.54
c2e6c16b-3654-4c2b-b085-d216c571ea38,1,voucher,4,7269.33
122738e0-a061-40d7-8156-b95d6f6125f9,1,debit_card,5,5653.55
122738e0-a061-40d7-8156-b95d6f6125f9,2,voucher,5,1082.45
30e87eff-26e7-4c30-99d3-d521d9177241,1,upi,3,5550.46
f0c6c630-20a4-4951-895b-e64e88a7555f,1,credit_card,3,2871.21
f0c6c630-20a4-4951-895b-e64e88a7555f,2,credit_card,4,10246.73
f7abea8c-15e5-4286-96d4-c436817b268c,1,voucher,1,7668.18
f7abea8c-15e5-4286-96d4-c436817b268c,2,credit_card,2,119.93
7087feb8-744b-4dc5-a279-494d408872ad,1,voucher,4,6623.37
253cfe11-2ad9-461e-99be-0f17279eedc6,1,debit_card,5,1567.26
253cfe11-2ad9-461e-99be-0f17279eedc6,2,voucher,2,9715.96
0e230edd-fc69-4633-bbdd-dc61e6262016,1,credit_card,4,11442.46
8e260588-91fb-4faa-9982-de6d8ddba6c9,1,voucher,5,9089.68
8e260588-91fb-4faa-9982-de6d8ddba6c9,2,credit_card,4,2989.77
5e1869b5-e115-4ee5-afce-adcfa0c29bfb,1,voucher,3,7324.57
1b55c8c1-6ed6-421b-ac7a-3ba11d63ac9e,1,upi,2,4990.88
6a19aa38-6692-45b1-8b35-5fd6c36cfb53,1,debit_card,1,8178.56
17e90bc9-9513-4a69-a43d-dfeb28dbcb0f,1,credit_card,3,2432.9
b361dd19-ad59-4b4d-bb9e-76a97e4340e7,1,debit_card,2,6903.89
6e49fa51-73fa-4f87-ba56-7310f622525f,1,voucher,2,9768.82
8ae6ab69-36ec-4392-bfb8-8f273bf7639c,1,credit_card,1,13125.72
6b1664ff-d568-49eb-966e-d4b7e5b5e70a,1,debit_card,5,4915.25
e5a7e12d-dea8-4e25-899c-166193d13678,1,debit_card,3,1505.07
e5a7e12d-dea8-4e25-899c-166193d13678,2,voucher,2,6679.41
44b6289b-a847-46dd-a189-42a0b93bd85f,1,upi,5,9288.02
72ed0d24-6fcb-48c3-afb1-e296d182716d,1,debit_card,5,1431.15
72ed0d24-6fcb-48c3-afb1-e296d182716d,2,debit_card,2,7505.57
84f78df7-1fca-4af5-a7fc-19dfa3df8e11,1,credit_card,5,8894.91
d9f9811d-f327-456f-9ba1-051b1c10d8cd,1,debit_card,2,10017.28
d9f9811d-f327-456f-9ba1-051b1c10d8cd,2,upi,4,2933.74
a40ce0bf-3d24-4dbd-8601-643038575f06,1,credit_card,2,5813.73
1a896693-7fa6-4d0c-b002-ce0dfa25b38a,1,debit_card,4,10314.06
da6b50ee-a1d2-415f-95ae-dd3dc43e5eff,1,credit_card,2,11628.0
a378a7ab-a646-44cd-8e64-d4bb937f2825,1,upi,2,5905.44
aee0d5d9-6279-4a4a-9e8f-a9ef8e1b5cb4,1,upi,2,7302.28
b26b99c6-a91e-4865-9d6f-6f591cb856f7,1,debit_card,1,16084.33
22acf806-e904-4ede-bc7a-4aa65e5449be,1,upi,6,5656.04
43d4a601-d837-4d23-a743-de3959c2d041,1,voucher,5,11982.35
04ff107d-b334-4d88-b174-7be8f12c5049,1,voucher,4,2060.25
04ff107d-b334-4d88-b174-7be8f12c5049,2,upi,2,1029.94
5c8443ca-2631-4137-879e-5ba991234d58,1,credit_card,4,10452.13
f418e333-c664-4b67-bfe1-55876fa4635c,1,voucher,4,517.53
f418e333-c664-4b67-bfe1-55876fa4635c,2,upi,6,4498.19
7cc673c0-424c-45aa-815c-5788a052d34b,1,voucher,1,10030.29
1f7886c6-2d17-4b7b-85db-6a13437dbc1f,1,debit_card,2,3277.35
1f7886c6-2d17-4b7b-85db-6a13437dbc1f,2,voucher,4,4756.86
f0c264df-036d-4543-8cf4-5b0c5976e314,1,debit_card,3,3283.23
f0c264df-036d-4543-8cf4-5b0c5976e314,2,credit_card,4,9791.26
